Authority,Jpp Order,AuthorityId,Authority Type,Authorised Status,"HH waste not sent for recycling, reuse or composting",Number of households,"HH waste sent for recycling, composting or reuse",Total hh waste collected,Household Waste Sent For Dry Recycling,Household Waste Sent For Composting,Total Household Waste collected,Population of Authority
Mole Valley District Council,335,54,Collection,40,3668.6,37560,4937.03,8605.63,2321.03,2616.0,8605.63,86104
New Forest District Council,297,30,Collection,40,10062.94073,80920,4764.7292689999995,14827.67,3687.9692689999997,1076.76,14827.67,179023
Newark and Sherwood District Council,134,35,Collection,40,7757.418487999999,52760,3888.391511,11645.81,2474.119343,1414.272168,11645.81,118569
Newcastle-under-Lyme Borough Council,163,250,Collection,40,6320.642319,55430,6984.38268,13305.025,2266.91,4717.47268,13305.025,127045
Newham LB,240,121,Collection,40,26249.234313,110930,4498.0056859999995,30747.24,3455.035874,994.799811,30699.07,332817
North Devon District Council,364,109,Collection,40,5619.993,44660,5437.394,11057.386999999999,1972.654,3420.978,11013.365,94172
North East Derbyshire District Council,98,25,Collection,40,5402.206999999999,45040,5927.8330000000005,11330.04,2208.058,3714.9,11330.04,99639
North Hertfordshire District Council,213,370,Collection,40,4772.663266,56730,7999.346732999999,12772.01,3344.04558,4651.231153,12767.94,131696
North Kesteven District Council,119,278,Collection,40,6725.241,49660,6385.15,13110.391000000001,2288.39,4096.76,13110.391000000001,111876
North Norfolk District Council,221,389,Collection,40,6558.385515999999,53780,4634.100483,11192.486,2217.413354,2416.687128,11192.486,103308
North Warwickshire Borough Council,172,284,Collection,40,3813.53,27510,3760.5,7574.03,1297.08,2463.42,7573.93,62787
North West Leicestershire District Council,109,113,Collection,40,5613.553000000001,42410,6120.705,11734.258,1919.7079999999999,4197.495,11728.991000000002,97247
Northampton Borough Council,126,330,Collection,40,11881.921332,95300,9705.918667,21587.84,4227.195941,5470.182725,21579.3,222462
Norwich City Council,220,114,Collection,40,6974.246590000001,65150,4362.109409000001,11336.356000000002,2800.7724329999996,1561.336976,11336.356000000002,138872
Nuneaton and Bedworth Borough Council,171,353,Collection,40,6819.269,55730,6370.161,13189.43,2297.752,4010.828,13189.43,126319
Oadby and Wigston Borough Council,108,183,Collection,40,2134.938,23020,2416.1,4551.038,998.44,1417.66,4551.038,55833
Oldham MBC,48,104,Collection,40,11568.487114,95480,8340.662885,19909.15,3787.932885,4552.73,19909.15,230823
Oxford City Council,325,116,Collection,40,6253.481178,60240,5830.828821,12084.31,3592.1910869999997,2238.637734,12084.31,159574
Pendle Borough Council,59,83,Collection,40,5745.756729,39990,3139.88327,8885.64,2000.8332699999999,1089.32,8835.91,90111
Preston City Council,58,223,Collection,40,9547.591759,61540,4604.32824,14151.92,2494.1782399999997,2072.82,14111.87,141302
Redbridge LB,239,362,Collection,40,19752.765531999998,102610,8232.580467,27985.346,4443.018882,3707.981585,27903.766,296793
Redditch Borough Council,145,259,Collection,40,5317.016281,36050,1980.101718,7297.118,1882.6457010000001,97.456016,7297.118,84743
Reigate and Banstead Borough Council,334,188,Collection,40,5829.126037,59660,7080.173962000001,12909.3,3308.412925,3734.4610369999996,12872.0,144100
Ribble Valley Borough Council,57,294,Collection,40,3699.215732,25880,2428.3412670000002,6127.557,1156.218933,1272.122334,6127.557,58480
Richmond upon Thames LB,260,192,Collection,40,11202.493565,83540,8054.566434,19257.06,5019.269248,2847.697186,19064.47,194730
Richmondshire District Council,82,85,Collection,40,2484.301225,23060,2352.126774,4836.428,1117.816016,1223.867758,4825.986,52510
Rochdale MBC,47,253,Collection,40,9078.7,92710,9410.292,18488.992,3634.512,5775.78,18488.992,214195
Rochford District Council,197,28,Collection,40,2897.76,35350,5959.523,8857.283000000001,2163.6710000000003,3736.16,8797.591,85144
Rossendale Borough Council,56,33,Collection,40,3883.9219799999996,31590,2543.3830190000003,6427.305,1460.3730189999999,1083.01,6427.305,69487
Rother District Council,287,307,Collection,40,4661.351778,44520,4851.035221,9512.386999999999,2154.585,2629.926221,9445.863000000001,92908
Royal Borough of Kensington and Chelsea,269,176,Collection,40,10709.020224,88530,3415.419775,14124.44,3082.309775,323.35,14114.68,157711
Rugby Borough Council,170,89,Collection,40,5334.929289,45230,6202.44071,11537.37,2223.510256,3975.380454,11533.83,103443
Runnymede Borough Council,333,266,Collection,40,3788.312,35280,2978.671,6766.983,1525.171,1450.58,6758.763000000001,85594
Rushcliffe Borough Council,132,249,Collection,40,5788.307371,48640,6887.6426280000005,12675.95,2499.50435,4361.238278,12659.95,114474
Rushmoor Borough Council,296,243,Collection,40,5775.11,39250,2213.0,7988.11,1446.29,729.74,7951.14,95342
Ryedale District Council,81,390,Collection,40,2812.94,25200,3093.69,5906.63,1301.93,1791.76,5906.63,53052
Salford City Council MBC,46,315,Collection,40,10576.0,113010,10157.0,20733.0,4811.0,5346.0,20733.0,245614
Scarborough Borough Council,80,295,Collection,40,5902.325,56780,5075.09,10977.415,2585.8,2489.29,10977.415,107902
Sedgemoor District Council,389,332,Collection,40,5405.784906,53880,4875.688093,10281.473,2471.578093,2359.98,10235.765,120260
Sefton MBC,70,210,Collection,40,16799.429666,126490,12114.090333,28913.52,5120.200333,6913.89,28833.53,273707
Selby District Council,79,225,Collection,40,5257.07,37810,4777.21,10034.28,1529.88,3241.91,10028.86,85961
Sevenoaks District Council,312,112,Collection,40,6612.888000000001,49440,4590.287,11203.175,2727.341,1813.92,11154.15,118409
Shepway District Council,311,182,Collection,40,5138.675714999999,50100,4084.2342840000006,9222.91,1958.713759,2125.520525,9222.91,110034
South Bucks District Council,281,215,Collection,40,2858.713446,28500,3212.151553,6070.865,1684.8695719999998,1527.281981,6070.865,69120
South Derbyshire District Council,97,96,Collection,40,5090.505338,41660,5900.774661,10991.28,1743.644661,4122.26,10956.41,99319
South Hams District Council,362,323,Collection,40,4233.835,43480,5379.054,9612.889000000001,2080.562,3210.308,9524.706,84470
South Holland District Council,118,12,Collection,40,5449.76,39760,2408.006,7857.766,1948.531,459.475,7857.766,91214
South Kesteven District Council,117,84,Collection,40,7332.09,62460,7319.93,14652.02,3517.19,3802.74,14652.02,138909
South Lakeland District Council,35,366,Collection,40,6284.559,52940,6216.85,12501.409,2195.2,4021.65,12501.409,103454
South Norfolk Council,219,184,Collection,40,6832.748603,58480,6343.093396,13175.841999999999,3297.4193960000002,3043.16,13175.841999999999,131010
South Northamptonshire District Council,125,408,Collection,40,3878.0617079999997,37760,6999.492291,10877.553999999998,2493.568952,4505.923339,10877.553999999998,89116
South Oxfordshire District Council,324,263,Collection,40,4513.68,59110,9083.93,13597.61,4024.3140000000003,4953.05,13493.67,137412
South Ribble Borough Council,55,99,Collection,40,5901.563894,48810,6284.016105,12185.58,2291.988472,3976.847633,12169.94,109651
South Somerset District Council,388,281,Collection,40,7719.219394,75860,7108.704605,14827.923999999999,3678.3846049999997,3340.71,14736.072,164982
South Staffordshire Council,162,53,Collection,40,5338.78,46510,7154.86,12493.64,2565.6,4584.05,12489.48,110726
Spelthorne Borough Council,332,410,Collection,40,4561.846944,41910,3966.5140549999996,8528.360999999999,2187.114107,1754.4579469999999,8503.42,98469
St Albans City and District Council,212,31,Collection,40,5343.665178,59840,7747.7948209999995,13091.46,3104.4548210000003,4638.2,13086.32,145797
St Edmundsbury Borough Council,229,88,Collection,40,6301.754885,48170,5255.745114,11557.5,2994.202192,2258.670922,11554.628,112523
St Helens MBC,69,137,Collection,40,10749.575,81760,8088.385,18837.96,3185.985,4902.4,18837.96,177612
Stafford Borough Council,161,392,Collection,40,6601.5642689999995,58240,8607.665729999999,15209.23,3192.19318,5415.47255,15209.23,132488
Staffordshire Moorlands District Council,160,187,Collection,40,4342.356862,43690,6640.973137,10983.33,2021.473945,4607.409192,10971.24,97881
Stevenage Borough Council,211,167,Collection,40,4418.575,36490,3608.1859999999997,8026.7609999999995,1573.746,2027.37,8019.691,86469
Stockport MBC,45,56,Collection,40,10386.2,127460,17779.724,28165.924,6112.82,11647.88,28146.9,288733
Stratford-on-Avon District Council,169,159,Collection,40,5465.174874,56350,9648.607125,15113.782,3500.195125,6148.411999999999,15113.782,121522
Stroud District Council,379,47,Collection,40,5850.677,52060,3470.223,9320.9,2524.0,750.64,9125.31,116627
Suffolk Coastal District Council,228,158,Collection,40,5519.015992000001,59640,8165.884007,13684.9,3796.223796,4320.53121,13631.071000000002,125052
Surrey Heath Borough Council,331,70,Collection,40,2862.1641019999997,35790,4793.537897,7655.701999999999,2511.6610539999997,2254.9868420000003,7628.611999999999,88067
Swale Borough Council,310,327,Collection,40,7355.527321,61750,5266.452678000001,12621.98,3016.365241,2250.087437,12621.98,142417
Tameside MBC,44,118,Collection,40,8225.12,101290,10655.443000000001,18880.563000000002,4914.223,5741.22,18880.563000000002,221692
Tamworth Borough Council,159,409,Collection,40,4140.41,32160,3990.04,8130.45,1934.06,2055.98,8130.45,77141
Tandridge District Council,330,208,Collection,40,3249.750137,36030,4573.229862,7822.98,2502.296111,2052.06375,7804.1,86025
Taunton Deane Borough Council,387,68,Collection,40,4841.277965,52380,4495.832034,9337.11,2410.832034,2032.21,9283.803,114021
Teignbridge District Council,361,400,Collection,40,5527.691999999999,60680,7337.198,12864.89,3171.1740000000004,4055.594,12754.46,128826
Tendring District Council,196,241,Collection,40,8970.536,68960,3358.742,12329.278,2149.553,1102.02,12222.108999999999,141183
Test Valley Borough Council,295,48,Collection,40,7232.0801010000005,52380,3564.5898979999997,10796.67,2285.309898,1279.28,10796.67,120712
Tewkesbury Borough Council,378,111,Collection,40,4025.75,39130,4947.659000000001,8973.409,2143.391,2749.26,8915.559000000001,86890
Thanet District Council,309,405,Collection,40,8183.4458159999995,66610,4284.334183,12467.78,2558.383635,1725.950547,12467.78,139772
Three Rivers District Council,210,245,Collection,40,3031.9617359999997,37270,5669.417263,8701.379,2532.90128,3131.455982,8696.319,91674
Tonbridge and Malling Borough Council,308,132,Collection,40,7162.95,52130,6001.31,13164.26,1531.75,4469.56,13164.26,125713
Torridge District Council,359,344,Collection,40,4086.298,31830,3537.5190000000002,7623.816999999999,1271.15,2256.952,7613.6,66265
Trafford MBC,43,268,Collection,40,7922.02,97940,14386.19,22308.21,4957.61,9428.58,22308.21,233288
Tunbridge Wells Borough Council,307,203,Collection,40,5681.786684000001,48430,6328.703315,12010.49,2534.225011,3791.668304,12007.68,116241
Uttlesford District Council,195,46,Collection,40,3737.119,35110,4078.155,7815.274,2333.595,1744.56,7815.274,85119
Vale of White Horse District Council,323,331,Collection,40,4146.920925,53980,6903.979074,11050.9,3118.870385,3711.3306880000005,10979.31,126663
Waltham Forest LB,244,319,Collection,40,17072.994232,102360,9707.798767,26780.792999999998,5868.325369,3660.8233969999997,26602.12,271170
Wandsworth LB,267,140,Collection,40,19467.537409,140850,5162.66259,24630.2,4759.338657,385.75393199999996,24612.63,314544
Warwick District Council,168,298,Collection,40,5885.85,61740,7931.79,13817.64,2885.43,5046.36,13817.64,139931
Watford Borough Council,209,386,Collection,40,4765.770498,38730,3828.709501,8594.48,2003.164271,1823.049229,8591.984,96403
Waveney District Council,227,297,Collection,40,7134.029473999999,55700,6075.600525,13209.63,2943.4880510000003,3127.152473,13204.673999999999,116182
Waverley Borough Council,329,283,Collection,40,5086.554788,52390,5700.555211,10787.11,3447.9452109999997,2230.0,10763.4,123315
Wealden District Council,286,45,Collection,40,7176.982370999999,68020,8828.193628,16005.176000000001,3930.6730789999997,4897.520549,16004.896,156501
Wellingborough Borough Council,124,133,Collection,40,4787.146822,34350,3804.278177,8591.425,1725.4926510000003,2078.785526,8591.425,77184
Welwyn Hatfield Council,208,49,Collection,40,4544.919827000001,47490,5622.830172,10167.75,2301.057901,3321.7722710000003,10156.89,119016
West Devon Borough Council,358,4,Collection,40,2193.417,25330,2813.435,5006.852,1186.2839999999999,1594.95,4974.651,54385
West Lancashire Borough Council,54,247,Collection,40,6158.651661,48690,6483.679338,12642.331,2464.926759,3984.567579,12608.163999999999,112742
West Lindsey District Council,116,224,Collection,40,5083.398614,42350,6577.594385,11660.993,2084.914385,4487.62,11655.933,92812
West Oxfordshire District Council,322,67,Collection,40,4137.62,47000,8313.42,12451.04,3177.59,5135.83,12451.04,108611
West Somerset District Council,386,134,Collection,40,1707.679236,17920,1647.443763,3355.123,1085.113763,547.22,3340.018,34403
Winchester City Council,294,181,Collection,40,6215.104353,50930,3526.505646,9741.61,2016.5840239999998,1455.761622,9682.0,120696
Wirral MBC,68,355,Collection,40,19684.89599,147430,12285.590009,31970.486,7555.772631999999,4729.817377,31970.006,320900
Woking Borough Council,328,16,Collection,40,3600.473296,41990,5736.939703,9337.413,2617.4715530000003,3080.45115,9298.396,99435
Worcester City Council,143,64,Collection,40,4941.820095,45010,3162.737904,8104.558000000001,2497.60947,646.156433,8085.578,101328
Worthing Borough Council,340,209,Collection,40,6312.164041,49250,3859.995958,10172.16,2175.995958,1684.0,10172.16,107736
Wychavon District Council,142,131,Collection,40,6481.44218,54660,5416.071819,11897.514,3383.0691380000003,2021.2666809999998,11885.774,121520
Wycombe District Council,280,163,Collection,40,11840.079481,110560,13460.510518000001,25300.59,5622.810518,7790.6,25258.47,270573
